Movie Name,Rating,Runtime,Metascore,Votes,Gross,imdb_id,Hit,popularity,vote_average,release_year,budget_adj,revenue_adj,is_major_company,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_Horror,Genre_Music,Genre_Mystery,Genre_Romance,Genre_Sci-Fi,Genre_Thriller,Genre_War,Genre_Western
Before Sunset,8.1,80,91.0,274513,5820649,tt0381681,1,0.939705,7.5,2004,3117002.579,18462600.82,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
"Paris, Texas",8.1,145,81.0,110880,2181987,tt0087884,1,0.518436,7.4,1984,3666950.877,4580082.442,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
In the Name of the Father,8.1,133,84.0,180139,25010410,tt0107207,1,0.683387,7.4,1993,19623109.5,99318386.76,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Hotel Rwanda,8.1,121,79.0,362327,23530892,tt0395169,1,0.787185,7.2,2004,20202794.5,43868925.19,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Man Who Shot Liberty Valance,8.1,123,94.0,79125,79125,tt0056217,1,0.507078,7.1,1962,23067036.41,57667591.03,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Paper Moon,8.1,102,77.0,49889,30933743,tt0070510,0,0.419331,7.7,1973,45999979.76,98965884.825,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Inherit the Wind,8.1,128,75.0,31506,31506,tt0053946,0,0.162753,6.8,1960,26147054.96,165524556.362,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Mary and Max,8.1,92,64.54545454545455,181041,181041,tt0978762,1,0.654405,7.5,2009,8131203.473,3593753.334,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Woman Under the Influence,8.1,155,88.0,26843,13336830,tt0072417,0,0.075175,7.5,1974,19392071.575000003,31555208.205,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
The Message,8.1,177,64.76015473887814,49112,49112,tt0074896,0,0.318679,7.2,1977,19392071.575000003,31555208.205,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Miracle Worker,8.1,106,83.0,19593,5450000,tt0056241,0,0.461577,6.8,1962,3604224.439,18021122.2,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Dil Chahta Hai,8.1,183,56.58610567514677,73870,300000,tt0292490,1,0.453846,7.3,2001,2560263.795,5047869.79,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Where Is the Friend's House?,8.1,83,65.23290203327171,16678,16678,tt0093342,0,0.244974,7.4,1987,3451350.606,1100009.1155,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
The Color of Paradise,8.1,90,80.0,17770,1810145,tt0191043,0,0.134902,6.8,1999,19392071.575000003,31555208.205,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Sarfarosh,8.1,174,52.75206611570248,26255,26255,tt0200087,0,0.015074,7.0,1999,3451350.606,1100009.1155,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Guardians of the Galaxy,8.0,121,76.0,1223124,132142175,tt2015381,1,14.311205,7.9,2014,78760466.20075,165524556.362,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Black Swan,8.0,108,79.0,790180,106954678,tt0947798,1,5.29318,7.1,2010,13000000.0,165524556.362,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Casino Royale,8.0,144,80.0,671909,132142175,tt0381061,1,3.78958,7.1,2006,78760466.20075,165524556.362,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Princess Bride,8.0,98,77.0,436672,30857814,tt0093779,1,1.186793,7.5,1987,30705287.01,59218627.21,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Martian,8.0,144,80.0,880930,132142175,tt3659388,1,7.6674,7.6,2015,78760466.20075,165524556.362,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Her,8.0,126,91.0,637589,25568251,tt1798709,1,3.951582,7.8,2013,21528767.11,44322350.23,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
The Avengers,8.0,143,69.0,1418271,132142175,tt0848228,1,7.637767,7.3,2012,78760466.20075,165524556.362,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Donnie Darko,8.0,113,88.0,820744,1480006,tt0246578,1,3.851009,7.5,2001,7388928.7,1564632.745,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Dog Day Afternoon,8.0,125,86.0,264346,50000000,tt0072890,1,0.277357,7.2,1975,7293278.11,165524556.362,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Incredibles,8.0,115,90.0,763872,132142175,tt0317705,1,3.339406,7.2,2004,78760466.20075,165524556.362,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dances with Wolves,8.0,181,72.0,277178,132142175,tt0099348,1,1.695911,7.3,1990,36715767.89,165524556.362,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aladdin,8.0,90,86.0,438504,132142175,tt0103639,1,3.966538,7.3,1992,43512679.13,165524556.362,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sin City,8.0,124,74.0,779839,74103820,tt0401792,1,3.520836,7.1,2005,44662531.59,165524556.362,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
The Imitation Game,8.0,114,71.0,790337,91125683,tt2084970,1,8.110711,8.0,2014,12895274.71,165524556.362,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Groundhog Day,8.0,101,72.0,652131,70906973,tt0107048,1,2.571339,7.2,1993,22038261.44,107031945.8,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
The Revenant,8.0,156,76.0,829404,132142175,tt1663202,1,9.1107,7.2,2015,78760466.20075,165524556.362,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scent of a Woman,8.0,156,59.0,310825,63895607,tt0105323,1,0.775666,7.1,1992,48174751.89,165524556.362,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Young Frankenstein,8.0,106,83.0,163092,86300000,tt0072431,1,1.049959,7.5,1974,12382394.89,165524556.362,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Beauty and the Beast,8.0,84,95.0,465438,132142175,tt0101414,1,3.852269,7.3,1991,40027321.05,165524556.362,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Graduate,8.0,106,83.0,280407,104945305,tt0061722,1,2.22723,7.5,1967,19610291.22,165524556.362,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Rain Man,8.0,133,65.0,527495,132142175,tt0095953,1,1.459821,7.4,1988,46097275.58,165524556.362,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Planet of the Apes,8.0,112,79.0,185650,33395426,tt0063442,1,1.152937,7.2,1968,36359988.97,165524556.362,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12 Monkeys,8.0,129,74.0,630170,57141459,tt0114746,1,2.206907,7.2,1995,42213522.58,165524556.362,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Magnolia,8.0,188,78.0,319809,22455976,tt0175880,1,0.682531,7.3,1999,48434955.32,63425970.64,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Blood Diamond,8.0,143,64.0,564823,57366262,tt0450259,1,1.60314,7.2,2006,78760466.20075,165524556.362,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Pursuit of Happyness,8.0,117,64.0,532044,132142175,tt0454921,1,0.890909,7.5,2006,59491803.71,165524556.362,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Big Fish,8.0,125,58.0,448677,66257002,tt0319061,1,2.491591,7.4,2003,78760466.20075,145702426.9,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Life of Brian,8.0,94,77.0,409523,20045115,tt0079470,1,1.465088,7.5,1979,12018216.01,60226630.5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
JFK,8.0,189,72.0,162263,70405498,tt0102138,1,0.658866,7.2,1991,64043713.68,165524556.362,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Do the Right Thing,8.0,120,93.0,106661,27545445,tt0097216,1,0.307623,7.5,1989,11433402.1,65602126.05,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Slumdog Millionaire,8.0,120,84.0,859406,132142175,tt1010048,1,1.929591,7.5,2008,15191799.51,165524556.362,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Rosemary's Baby,8.0,137,96.0,223965,223965,tt0063522,1,0.724527,7.3,1968,20060683.57,165524556.362,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
The Bourne Ultimatum,8.0,115,85.0,644748,132142175,tt0440963,1,2.755051,7.2,2007,73616800.78,165524556.362,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kill Bill: Vol. 2,8.0,137,83.0,775208,66208183,tt0378194,1,4.535598,7.5,2004,34633361.99,165524556.362,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The King's Speech,8.0,118,88.0,692476,132142175,tt1504320,1,1.385499,7.4,2010,15000000.0,165524556.362,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Butch Cassidy and the Sundance Kid,8.0,110,66.0,221004,102308889,tt0064115,1,1.357317,7.0,1969,35665585.21,165524556.362,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Sling Blade,8.0,135,84.0,96223,24475416,tt0117666,1,0.455716,6.9,1996,1390216.739,34026133.02,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Fiddler on the Roof,8.0,181,67.0,45563,80500000,tt0067093,0,0.291077,6.6,1971,48466754.23,56029345.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
The Last Picture Show,8.0,118,93.0,50108,29133000,tt0067328,1,0.369308,7.0,1971,7000753.389,156886883.4,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Mommy,8.0,139,74.0,59247,3492754,tt3612616,1,1.737699,8.0,2014,4513346.149,3218356.608,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Being There,8.0,130,83.0,74945,30177511,tt0078841,1,0.498186,7.6,1979,26271743.97,90669961.46,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Pink Floyd: The Wall,8.0,95,47.0,83139,22244207,tt0084503,1,0.851635,7.4,1982,29522938.255,37982410.66500001,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Annie Hall,8.0,93,92.0,270608,39200000,tt0075686,1,1.179653,7.6,1977,14391124.13,137620251.3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Cinderella Man,8.0,144,69.0,192590,61649911,tt0352248,1,1.053307,7.0,2005,78760466.20075,121191680.1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Papillon,8.0,151,58.0,134354,53267000,tt0070511,1,0.600434,7.4,1973,58933914.95,165524556.362,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Fitzcarraldo,8.0,158,58.352808988764046,36542,36542,tt0083946,0,0.223947,7.2,1982,19392071.575000003,31555208.205,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
What Ever Happened to Baby Jane?,8.0,134,75.0,58904,4050000,tt0056687,1,0.274348,6.8,1962,7064279.901,43335198.867,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Gandhi,8.0,191,79.0,236368,52767889,tt0083987,1,0.786388,7.1,1982,49712132.86,165524556.362,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Who's Afraid of Virginia Woolf?,8.0,131,75.0,77606,77606,tt0061184,1,0.670274,7.5,1966,50385110.19,165524556.362,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
The Straight Story,8.0,112,86.0,93316,6203044,tt0166896,1,0.335398,7.3,1999,13090528.47,156808805.1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Hustler,8.0,134,90.0,84283,8284000,tt0054997,1,0.291101,7.3,1961,14589722.42,116558692.25,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Secrets & Lies,8.0,136,91.0,45174,13417292,tt0117589,0,0.453398,6.7,1996,6255975.325,18652943.93,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Song of the Sea,8.0,93,85.0,60713,857524,tt1865505,1,1.37667,8.0,2014,21844118.47,789855.84,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sleuth,8.0,138,57.43333333333333,48885,4081254,tt0069281,0,0.269252,7.1,1972,8916396.302,109004.312,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Fail Safe,8.0,112,75.0,23184,23184,tt0058083,0,0.581833,6.9,1964,39577161.13,107263182.8,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
The Stoning of Soraya M.,8.0,114,50.0,21165,655647,tt1277737,0,0.511786,8.0,2008,19392071.575000003,3969147.118,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
"Carry On, Munna Bhai",8.0,144,56.58610567514677,48202,2217561,tt0456144,0,0.029925,8.1,2006,3451350.606,1100009.1155,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Vizontele,8.0,110,56.58610567514677,37711,37711,tt0270053,0,0.130018,7.2,2001,3451350.606,1100009.1155,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Avatar,7.9,162,83.0,1345064,132142175,tt0499549,1,9.432768,7.1,2009,78760466.20075,165524556.362,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Titanic,7.9,194,75.0,1221323,132142175,tt0120338,1,4.355219,7.3,1997,78760466.20075,165524556.362,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Harry Potter and the Prisoner of Azkaban,7.9,142,82.0,657110,132142175,tt0304141,1,5.827781,7.4,2004,78760466.20075,165524556.362,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
X-Men: Days of Future Past,7.9,132,75.0,726006,132142175,tt1877832,1,6.052479,7.6,2014,78760466.20075,165524556.362,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iron Man,7.9,126,79.0,1084579,132142175,tt0371746,1,4.977955,7.3,2008,78760466.20075,165524556.362,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fantastic Mr. Fox,7.9,87,83.0,247548,21002919,tt0432283,1,1.826169,7.5,2009,40656017.36,47233167.95,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mulholland Drive,7.9,147,86.0,367651,7220243,tt0166924,1,4.436367,7.4,2001,18472321.75,24774263.92,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
The Perks of Being a Wallflower,7.9,103,67.0,527401,17742948,tt1659337,1,2.046884,7.6,2012,12346675.66,31721459.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Almost Famous,7.9,122,90.0,284180,32534850,tt0181875,1,0.736562,7.3,2000,75977526.86,60001591.73,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Edge of Tomorrow,7.9,113,71.0,700605,100206256,tt1631867,1,3.990452,7.7,2014,78760466.20075,165524556.362,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Boogie Nights,7.9,155,85.0,273095,26400640,tt0118749,1,0.778274,7.3,1997,20376904.82,58551805.22,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
